t|bible reference|texte|rain|snow|wind|fog|storm|night
AT|Pr 6,22|dans tes démarches, ils te guideront, dans ton sommeil, ils te garderont, à ton réveil, ils te tiendront compagnie.|False|False|False|False|False|True
AT|Pr 7,9|le soir venu, à la tombée du jour, s’enfonçant dans les ténèbres de la nuit.|False|False|False|False|False|True
AT|Pr 7,20|il a emporté l’argent de la bourse, il ne rentrera qu’à la pleine lune. »|False|False|False|False|False|True
AT|Pr 10,25|Que passe une tempête, et le méchant n’est plus ; le juste reste inébranlable.|False|False|True|False|True|False
AT|Pr 11,29|Qui perturbe sa maison héritera le vent, et le sot sera l’esclave de l’homme au cœur sage !|False|False|True|False|False|False
AT|Pr 16,15|La lumière sur le visage du roi donne la vie, sa faveur est comme une pluie de printemps.|True|False|False|False|False|False
AT|Pr 16,29|Un violent entraîne son compagnon et lui fait prendre le mauvais chemin.|False|False|False|False|True|False
AT|Pr 20,20|Qui maudit père et mère, sa lampe s’éteindra au cœur de la nuit !|False|False|False|False|False|True
AT|Pr 20,26|Le roi sage disperse au vent les méchants : il a traîné sur eux la roue du battage.|False|False|True|False|False|False
AT|Pr 21,5|Les plans de l’homme actif lui assurent du profit ; mais la précipitation conduit à l’indigence.|True|False|False|False|False|False
AT|Pr 23,17|Que ton cœur n’envie pas les pécheurs, mais qu’il reste tout le jour dans la crainte du Seigneur :|False|False|False|False|False|True
AT|Pr 23,34|tu seras comme pris du mal de mer comme à la dérive tout en haut d’un mât :|False|False|True|False|False|False
AT|Pr 25,13|Fraîcheur de neige un jour de moisson, tel est le messager fidèle, pour qui l’envoie, vrai réconfort pour son maître !|False|True|False|False|False|False
AT|Pr 25,14|Des nuages et du vent, mais point de pluie : tel est l’homme qui promet monts et merveilles !|False|False|True|False|False|False
AT|Pr 25,20|C’est retirer le manteau un jour de gel, verser du vinaigre sur une plaie, que de chanter des chansons à qui va mal !|False|True|False|False|False|True
AT|Pr 25,23|Le vent du nord est gros de la pluie ; parler à mots couverts fait monter la colère.|True|False|True|False|False|False
AT|Pr 26,1|Pas plus que neige en été ou pluie à la moisson, la gloire ne convient à un sot.|True|True|False|False|False|False
AT|Pr 27,15|La gouttière qui ne cesse de couler un jour de pluie et l’épouse querelleuse, c’est tout un :|True|False|False|False|False|False
AT|Pr 27,16|autant vouloir retenir le vent ou prendre de l’huile avec ses doigts !|False|False|True|False|False|False
AT|Pr 31,15|Waw — Elle est debout quand il fait encore nuit pour préparer les repas de sa maison et donner ses ordres aux servantes.|False|False|False|False|False|True
AT|Pr 31,18|Teth — Elle s’assure de la bonne marche des affaires, sa lampe ne s’éteint pas de la nuit.|False|False|False|False|False|True
AT|Pr 31,21|Lamed — Elle ne craint pas la neige pour sa maisonnée, car tous les siens ont des vêtements doublés.|False|True|False|False|False|False
AT|Qo 1,6|Le vent part vers le sud, il tourne vers le nord ; il tourne et il tourne, et recommence à tournoyer.|False|False|True|False|False|False
AT|Qo 1,14|J’ai vu tout ce qui se fait et se refait sous le soleil. Eh bien ! Tout cela n’est que vanité et poursuite du vent.|False|False|True|False|False|False
AT|Qo 2,11|Mais quand j’ai regardé tous les travaux accomplis par mes mains et ce qu’ils m’avaient coûté d’efforts, voilà : tout n’était que vanité et poursuite de vent ; rien à gagner sous le soleil !|False|False|True|False|False|False
AT|Qo 2,17|Oui, je déteste la vie ; je trouve mauvais ce qui se fait sous le soleil : tout n’est que vanité et poursuite de vent.|False|False|True|False|False|False
AT|Qo 2,23|Tous ses jours sont autant de souffrances, ses occupations sont autant de tourments : même la nuit, son cœur n’a pas de repos. Cela aussi n’est que vanité.|False|False|False|False|False|True
AT|Qo 4,4|J’ai vu aussi que toute la peine, tout le succès d’un travail, n’est que jalousie des uns envers les autres. C’est encore vanité et poursuite de vent.|False|False|True|False|False|False
AT|Qo 4,6|Mieux vaut une pleine main de repos que deux pleines poignées d’efforts à la poursuite du vent.|False|False|True|False|False|False
AT|Qo 5,15|C’est aussi une triste chose qu’il s’en aille comme il était venu. Qu’a-t-il gagné en peinant pour du vent ?|False|False|True|False|False|False
AT|Qo 5,16|Il ronge ses jours dans le noir, la tristesse profonde, la souffrance et l’irritation.|False|False|False|False|False|True
AT|Qo 6,3|Un homme peut avoir eu une centaine d’enfants et avoir vécu de longues années : aussi nombreux qu’aient été les jours de sa vie, s’il n’a pas été heureux et comblé, s’il n’a même pas eu de sépulture, je dis que l’avorton a plus de chance ;|False|False|False|False|True|False
AT|Qo 6,4|lui qui est venu dans la vanité, il a passé comme une ombre ; son nom reste enfoui dans les ténèbres ;|False|False|False|False|False|True
AT|Qo 6,9|Mieux vaut ce que l’on voit de ses yeux qu’une bouffée de désirs. Cela aussi n’est que vanité et poursuite de vent.|False|False|True|False|False|False
AT|Qo 8,16|Quand je m’appliquai à connaître la sagesse, considérant les travaux sur la terre qui empêchent de fermer l’œil jour et nuit,|False|False|False|False|False|True
AT|Qo 10,18|Entre des mains paresseuses, la charpente s’écroule ; entre des mains nonchalantes, la maison prend l’eau.|True|False|False|False|False|False
AT|Qo 11,3|Quand les nuages sont gorgés d’eau, ils déversent leur pluie sur la terre. Qu’un arbre tombe au nord ou au midi, là où il est tombé, il restera.|True|False|False|False|False|False
AT|Qo 11,4|Qui attend le bon vent, jamais ne sèmera ; qui scrute les nuages, jamais ne moissonnera.|False|False|True|False|False|False
AT|Qo 11,5|De même que tu ignores les routes du vent et comment se forment les os de l’enfant dans le ventre de la mère, de même tu ne comprends pas l’œuvre de Dieu qui fait toute chose.|False|False|True|False|False|False
AT|Qo 11,8|L’homme vivrait-il de longues années, qu’il se réjouisse de chacune d’elles ! Qu’il songe aussi aux jours de ténèbres, car ils seront nombreux. Tout ce qui arrive n’est que vanité.|False|False|False|False|False|True
AT|Qo 12,2|avant que s’obscurcissent le soleil et la lumière, la lune et les étoiles, et que reviennent les nuages après la pluie ;|True|False|False|False|False|False
AT|Qo 12,3|au jour où tremblent les gardiens de la maison, où se courbent les hommes vigoureux ; où les femmes, l’une après l’autre, cessent de moudre, où le jour baisse aux fenêtres ;|False|False|False|False|False|True
AT|Ct 1,13|Mon bien-aimé, pour moi, est un sachet de myrrhe : entre mes seins, il passera la nuit.|False|False|False|False|False|True
AT|Ct 2,11|Vois, l’hiver s’en est allé, les pluies ont cessé, elles se sont enfuies.|True|False|False|False|False|False
AT|Ct 3,1|Sur mon lit, la nuit, j’ai cherché celui que mon âme désire ; je l’ai cherché ; je ne l’ai pas trouvé.|False|False|False|False|False|True
AT|Ct 3,8|tous armés de glaives, entraînés à la guerre, chacun son épée à la hanche contre les terreurs de la nuit.|False|False|False|False|False|True
AT|Ct 4,6|Avant le souffle du jour et la fuite des ombres, j’irai à la montagne de la myrrhe, à la colline de l’encens.|False|False|True|False|False|False
AT|Ct 4,16|Éveille-toi, Vent du nord ! Viens, Vent du sud ! Souffle sur mon jardin et ses arômes s’exhaleront ! Qu’il entre dans son jardin, mon bien-aimé, qu’il en mange les fruits délicieux.|False|False|True|False|False|False
AT|Ct 5,2|Je dors, mais mon cœur veille… C’est la voix de mon bien-aimé ! Il frappe ! LUI – Ouvre-moi, ma sœur, mon amie, ma colombe, ma toute pure, car ma tête est humide de rosée et mes boucles, des gouttes de la nuit. ELLE|False|False|False|False|False|True
AT|Ct 7,12|Viens, mon bien-aimé… Nous sortirons dans les champs, nous passerons la nuit dans la campagne.|False|False|False|False|False|True
AT|Sg 2,4|Avec le temps, notre nom tombera dans l’oubli, et nul ne saura plus ce que nous avons fait. Notre vie passera comme un nuage, sans laisser de traces ; elle se dissipera comme la brume chassée par les rayons du soleil, écrasée par sa chaleur.|False|False|False|True|False|False
AT|Sg 4,4|Même si pour un temps elle déploie des branches, elle est prête à tomber, et le vent l’ébranlera, une bourrasque la déracinera.|False|False|True|False|True|False
AT|Sg 4,5|Les rameaux, encore tendres, seront brisés, et leur fruit sera perdu : trop vert pour être mangé, il ne sera bon à rien.|False|False|True|False|False|False
AT|Sg 5,10|Comme le navire traverse une mer agitée sans qu’on puisse retrouver la trace de son passage, ni le sillage de sa coque sur les vagues…|False|False|True|False|True|False
AT|Sg 5,11|Comme l’oiseau vole à travers l’espace sans qu’on trouve aucune empreinte de son parcours : du battement de ses ailes, il fouette l’air léger, le fend avec violence dans le sifflement de son vol et le traverse sans qu’on trouve signe de ce passage…|False|False|True|False|False|False
AT|Sg 5,14|L’espoir de l’impie est comme un brin de paille emporté par le vent, comme l’écume légère chassée par l’ouragan ; il se dissipe comme fumée au vent, il passe son chemin comme le souvenir de l’hôte d’un jour.|False|False|True|False|True|False
AT|Sg 5,21|Flèches bien ajustées, les éclairs partiront, comme tirés depuis l’arc bien tendu des nuages, et frapperont leur cible ;|False|False|False|False|True|True
AT|Sg 5,22|d’une catapulte jailliront des grêlons pleins de fureur, l’eau de la mer se déchaînera contre ces gens-là, et les fleuves les submergeront implacablement.|False|False|True|False|True|False
AT|Sg 5,23|Un souffle puissant se lèvera contre eux et, tel un ouragan, les dispersera ; l’injustice transformera la terre entière en désert, et la dépravation renversera les trônes des puissants.|True|False|True|False|True|False
AT|Sg 7,30|car le jour s’efface devant la nuit, mais contre la Sagesse le mal ne peut rien.|False|False|False|False|False|True
AT|Sg 10,4|à cause de lui, la terre fut submergée par le déluge, mais la Sagesse, de nouveau, la sauva en pilotant le juste sur un simple morceau de bois.|True|False|False|False|True|False
AT|Sg 10,17|La Sagesse a récompensé les saints de leurs peines, les a conduits sur un chemin de merveilles. Le jour, elle fut pour eux un abri, et la nuit, une clarté d’étoiles.|False|False|False|False|False|True
AT|Sg 11,6|tandis qu’un fleuve au cours immuable était troublé d’un sang boueux|True|False|False|False|False|False
AT|Sg 11,7|en punition du décret infanticide, tu donnas aux tiens, contre tout espoir, une eau abondante ;|True|False|False|False|False|False
AT|Sg 11,18|ou des monstres inconnus et pleins de rage, créés tout exprès, exhalant un souffle de feu, répandant une fumée pestilentielle, ou lançant de leurs yeux de terribles éclairs.|False|False|False|False|True|False
AT|Sg 11,20|D’ailleurs, il aurait suffi d’un souffle pour qu’ils soient renversés, chassés par la Justice, dispersés en tous sens par le souffle de ta puissance. Mais toi, Seigneur, tu as tout réglé avec mesure, nombre et poids.|False|False|True|False|False|False
AT|Sg 12,1|toi dont le souffle impérissable les anime tous.|False|False|True|False|False|False
AT|Sg 13,2|Mais c’est le feu, le vent, la brise légère, la ronde des étoiles, la violence des flots, les luminaires du ciel gouvernant le cours du monde, qu’ils ont regardés comme des dieux.|False|False|True|False|False|True
AT|Sg 14,1|Cet autre, sur le point d’appareiller pour traverser les flots sauvages, invoque un morceau de bois, plus pourri que le bateau qui l’emporte !|False|False|True|False|True|False
AT|Sg 14,5|Tu veux que les œuvres de ta Sagesse ne restent pas stériles ; c’est pourquoi des hommes osent confier leur vie à un peu de bois, et, traversant la mer houleuse sur un radeau, ils restent sains et saufs.|False|False|True|False|False|False
AT|Sg 16,16|Les impies, qui refusaient de te connaître, furent soumis au fouet par la force de ton bras, pourchassés par des pluies étranges, des grêles, d’impitoyables trombes d’eau, et dévorés par le feu.|True|False|False|False|True|False
AT|Sg 16,22|Elle était neige et glace, mais résistait au feu et ne fondait pas, pour leur faire savoir que le feu avait flamboyé dans la grêle et lancé des éclairs dans la pluie afin de ravager les récoltes des ennemis ;|True|True|False|False|True|False
AT|Sg 16,28|On saurait ainsi qu’il faut devancer le soleil pour te rendre grâce et venir à ta rencontre au lever du jour.|False|False|False|False|False|True
AT|Sg 17,2|Des gens sans loi, qui prétendaient asservir une nation sainte, se retrouvaient enchaînés par les ténèbres ; prisonniers d’une longue nuit, comme enfermés sous un toit, bannis de la Providence éternelle, ils gisaient.|False|False|False|False|False|True
AT|Sg 17,4|Car même le réduit où ils étaient enfermés ne les protégeait pas de la peur : des bruits fracassants retentissaient tout autour, et des spectres sinistres à la face lugubre apparaissaient ;|False|False|False|False|False|True
AT|Sg 17,5|aucun feu, si puissant soit-il, ne parvenait à produire de la lumière, et la lueur flamboyante des étoiles n’osait pas éclairer cette nuit de cauchemar.|False|False|False|False|False|True
AT|Sg 17,14|Cette nuit sans pouvoir avait surgi des tréfonds du séjour des morts, lui aussi sans pouvoir, et ils étaient plongés dans ce même sommeil,|False|False|False|False|False|True
AT|Sg 17,18|car une même chaîne de ténèbres les tenait tous liés. Et le vent qui sifflait, et le chant mélodieux des oiseaux dans l’épaisse ramure, le bruit rythmé des eaux puissantes,|False|False|True|False|False|False
AT|Sg 17,19|le grand fracas d’un éboulis de pierre, la course invisible d’animaux bondissants, les cris, le rugissement des bêtes féroces, et l’écho répercuté au creux des montagnes, tout les paralysait d’épouvante.|False|False|False|False|True|False
AT|Sg 17,21|mais sur eux seuls s’étendait une nuit pesante, image des ténèbres qui les recevraient bientôt ; et ils se sentaient eux-mêmes plus pesants que les ténèbres.|False|False|False|False|False|True
AT|Sg 18,6|Cette nuit avait été connue d’avance par nos Pères ; assurés des promesses auxquelles ils avaient cru, ils étaient dans la joie.|False|False|False|False|False|True
AT|Sg 18,14|Un silence paisible enveloppait toute chose, et la nuit de la Pâque était au milieu de son cours rapide ;|False|False|False|False|False|True
AT|Sg 19,13|Quant aux sanctions qui frappèrent les pécheurs, elles furent annoncées par de violents éclairs. Il était juste qu’ils souffrent en raison de leurs crimes, car ils avaient vraiment fait preuve d’une haine cruelle envers les étrangers.|True|False|False|False|True|False
AT|Sg 19,17|Eux aussi furent donc frappés de cécité, comme les premiers devant la porte du juste : ils étaient enveloppés de ténèbres sans fond, et chacun cherchait un passage vers sa propre porte.|False|False|False|False|False|True
AT|Sg 19,21|en revanche, les flammes ne consumaient pas la chair des êtres fragiles qui s’y déplaçaient ; elles ne faisaient pas fondre non plus ce qui semblait du givre facile à fondre : la nourriture d’immortalité.|False|True|False|False|False|False
AT|Si 1,2|Le sable des mers, les gouttes de la pluie, et les jours de l’éternité, qui pourra en faire le compte ?|True|False|False|False|False|False
AT|Si 5,9|Ne disperse pas à tous les vents et ne t’engage pas dans tous les sentiers, comme fait le pécheur à la langue double.|False|False|True|False|False|False
AT|Si 10,16|Le Seigneur a dévasté les territoires des païens, il les a ravagés jusqu’aux fondements de la terre.|False|False|False|False|True|False
AT|Si 11,16|L’égarement et les ténèbres ont été créés pour les pécheurs, ceux qui se targuent de leur malice vieillissent avec elle.|False|False|False|False|False|True
AT|Si 16,16|À toute créature sa miséricorde se révèle, il a donné en partage aux fils d’Adam et sa lumière et les ténèbres.|False|False|False|False|False|True
AT|Si 16,21|Comme la tempête que l’homme ne peut prévoir, la plupart des œuvres de Dieu sont tenues cachées.|False|False|True|False|True|False
AT|Si 18,29|Ceux qui parlent avec intelligence sont eux-mêmes des sages ; ils répandent, comme une ondée, de justes proverbes. Mieux vaut faire confiance au Maître unique que s’attacher d’un cœur mort à ce qui est mort.|True|False|False|False|False|False
AT|Si 19,26|Un tel marche, courbé dans le noir ; au fond de lui, il est plein de fausseté.|False|False|False|False|False|True
AT|Si 22,18|Une palissade posée sur une hauteur ne résiste pas au vent ; de même, un cœur lâche, nourri de sottes pensées, ne résiste pas à la peur.|False|False|True|False|False|False
AT|Si 22,24|Vapeurs et fumées précèdent l’incendie ; de même, les injures annoncent l’effusion de sang.|False|False|False|True|False|False
AT|Si 24,3|« Je suis sortie de la bouche du Très-Haut et, comme la brume, j’ai couvert la terre.|False|False|False|True|False|False
AT|Si 26,16|Un lever de soleil sur les montagnes du Seigneur : ainsi, la beauté d’une épouse parfaite est la lumière de sa maison.|False|False|False|False|False|True
AT|Si 26,27|Une femme criarde et bavarde est comme la trompette au milieu des batailles. Quiconque vit dans ces conditions passera sa vie dans les fracas de la guerre.|False|False|False|False|True|False
AT|Si 31,2|Les soucis de l’existence empêchent de fermer l’œil, comme une maladie grave éloigne le sommeil.|False|False|False|False|False|True
AT|Si 31,19|Qu’il suffit de peu à l’homme bien éduqué ! Une fois couché, il n’a pas la respiration difficile.|False|False|False|False|False|True
AT|Si 32,10|Aussi sûr qu’un éclair devance le tonnerre, la faveur est d’avance acquise à une personne réservée.|True|False|True|False|True|False
AT|Si 33,2|Un homme sage n’aura pas d’aversion pour la Loi, mais qui triche avec elle est comme une barque dans la tempête.|False|False|False|False|True|False
AT|Si 34,2|S’arrêter à des songes, autant saisir une ombre ou poursuivre le vent.|False|False|True|False|False|False
AT|Si 34,19|Ceux qui aiment le Seigneur, le Seigneur les regarde : il est bouclier puissant, appui solide, abri contre le vent brûlant et le soleil de midi, protection contre l’obstacle, secours qui préserve de la chute ;|False|False|True|False|False|False
AT|Si 35,26|Qu’elle sera bienvenue, sa miséricorde, au temps du malheur, comme les nuages de pluie au temps de la sécheresse !|True|False|False|False|False|False
AT|Si 36,1|Prends pitié de nous, Maître et Dieu de tout ;|False|False|False|False|False|True
AT|Si 36,31|Qui ferait confiance à un agile escroc passant de ville en ville ? Il en va de même pour l’homme qui n’a pas de nid et qui s’arrête là où le soir le surprend.|False|False|False|False|False|True
AT|Si 38,26|Il met son cœur à tracer des sillons et passe ses nuits à donner du fourrage aux génisses.|False|False|False|False|False|True
AT|Si 38,27|Il en va de même de l’artisan et du maître d’œuvre, qui sont occupés de jour comme de nuit ; de ceux qui gravent la pierre d’un anneau à cacheter et qui s’appliquent à en varier les motifs ; ils ont à cœur de reproduire le modèle et passent des nuits pour achever leur ouvrage.|False|False|False|False|False|True
AT|Si 38,28|Il en va de même du forgeron, toujours à son enclume ; il fixe son attention sur le fer qu’il travaille ; le souffle du feu fait fondre ses chairs, il se démène dans la chaleur du fourneau, le bruit du marteau lui casse les oreilles, ses yeux sont rivés sur le modèle de l’objet ; il met son cœur à parfaire son œuvre et passe des nuits à la rendre belle jusqu’à la perfection.|False|False|False|False|False|True
AT|Si 38,30|de ses mains il façonne l’argile, il la malaxe avec ses pieds, il met son cœur à parfaire le vernis, il passe des nuits à nettoyer le four.|False|False|False|False|False|True
AT|Si 39,12|Je veux encore faire part de mes réflexions, car j’en suis plein comme est pleine la lune.|False|False|False|False|False|True
AT|Si 39,28|Certains vents ont été créés pour punir et, dans leur fureur, ils multiplient leurs ravages. Au temps de la destruction, ils déversent leur violence et assouvissent la fureur de Celui qui les a faits.|False|False|True|False|True|False
AT|Si 39,29|Feu et grêle, famine et peste, tout cela a été créé pour punir.|False|False|False|False|True|False
AT|Si 40,1|Une grande inquiétude est la part de tout homme, un joug pesant accable les fils d’Adam, depuis le jour où ils sortent du ventre de leur mère jusqu’au jour où ils retournent à la mère universelle.|False|False|True|False|False|False
AT|Si 40,5|ce n’est que colère, jalousie, trouble, agitation, crainte de la mort, rancune et discorde. Et quand on prend du repos sur son lit, le sommeil de la nuit perturbe les idées :|False|False|False|False|False|True
AT|Si 40,10|C’est contre les gens sans loi que tout cela a été créé, et c’est à cause d’eux que survint le déluge.|True|False|False|False|False|False
AT|Si 40,13|La fortune des escrocs s’épuisera comme un cours d’eau en été, elle n’est qu’un grand coup de tonnerre dans l’orage.|False|False|False|False|True|False
AT|Si 42,9|Une fille est pour son père cause secrète d’insomnie, elle donne des soucis qui ôtent le sommeil : quand elle est jeune, elle risque de laisser passer son heure ; unie à un mari, elle risque de lui devenir odieuse ;|False|False|False|False|False|True
AT|Si 43,7|C’est elle qui marque les fêtes, quand cet astre décroît après son plein.|False|False|False|False|False|True
AT|Si 43,8|Le mois lunaire lui doit son nom ; sa croissance, durant son cycle, est merveilleuse ; lampe au campement des armées célestes, elle resplendit au firmament du ciel.|False|False|False|False|False|True
AT|Si 43,9|L’éclat des astres fait la beauté du ciel, parure de lumière dans les hauteurs du Seigneur.|False|False|False|False|False|True
AT|Si 43,13|Le Très-Haut n’a qu’un ordre à donner pour que tombe la neige, il précipite les éclairs qui exécutent son décret.|False|True|False|False|True|False
AT|Si 43,14|Alors s’ouvrent les réservoirs célestes, et les nuages prennent leur envol comme des oiseaux.|False|False|True|False|False|False
AT|Si 43,15|Dans sa puissance, il durcit les nuages qui se pulvérisent en grêlons.|True|False|False|False|True|False
AT|Si 43,16|À sa vue, les montagnes chancellent ; quand il le veut, souffle le vent du sud,|False|False|True|False|False|False
AT|Si 43,17|la voix de son tonnerre invective la terre avec l’ouragan du nord et les cyclones. Il répand la neige comme un vol d’oiseaux qui se pose, elle descend comme les sauterelles s’abattent.|False|True|True|False|True|False
AT|Si 43,18|L’œil s’émerveille de l’éclat de sa blancheur, et l’esprit reste ébahi de la voir tomber.|False|True|False|False|False|False
AT|Si 43,19|Comme de sel il couvre la terre de givre, et le gel le transforme en pointes d’épines.|False|True|False|False|False|False
AT|Si 43,20|Le vent froid souffle du nord, et la glace se forme sur l’eau ; elle recouvre toute l’étendue des eaux, qu’elle revêt comme une cuirasse ;|False|False|True|False|False|False
AT|Si 43,21|et le vent dévore les montagnes, brûle le désert, il consume la verdure comme un feu.|False|False|True|False|False|False
AT|Si 43,22|À tout cela une brume soudaine porte remède ; la rosée se dépose après le vent brûlant et ramène la joie.|False|False|True|True|False|False
AT|Si 44,17|Noé fut trouvé juste, parfait ; au temps de la colère, il a été l’instrument de la réconciliation. Grâce à lui, un reste fut épargné sur la terre, lorsque le déluge arriva.|True|False|False|False|True|False
AT|Si 46,5|Il invoqua le Très-Haut, le Puissant, quand les ennemis le pressaient de toute part, et le souverain Seigneur l’exauça en lançant des grêlons d’une force terrible.|True|False|False|False|True|False
AT|Si 46,17|Le Seigneur tonna du haut du ciel et, dans un grand fracas, fit entendre sa voix ;|False|False|False|False|True|False
AT|Si 48,9|toi qui fus enlevé dans un tourbillon de feu par un char aux coursiers de feu ;|False|False|True|False|True|False
AT|Si 48,12|Quand Élie fut enveloppé dans le tourbillon, Élisée fut rempli de son esprit, et pendant toute sa vie aucun prince ne l’a intimidé, personne n’a pu le faire fléchir.|False|False|True|False|True|False
AT|Si 49,9|Il a prophétisé l’anéantissement des ennemis par des pluies torrentielles ; il a encouragé ceux qui suivent le droit chemin.|True|False|False|False|False|False
AT|Is 4,5|alors, sur toute la montagne de Sion, sur les assemblées qui s’y tiennent, le Seigneur créera une nuée pendant le jour et, pendant la nuit, une fumée avec un feu de flammes éclatantes. Et au-dessus de tout, comme un dais, la gloire du Seigneur :|False|False|False|False|False|True
AT|Is 4,6|elle sera, contre la chaleur du jour, l’ombre d’une hutte, un refuge, un abri contre l’orage et la pluie.|True|False|False|False|True|False
AT|Is 5,11|Malheureux, ceux qui, dès le petit matin, courent après la boisson forte et que le vin échauffe encore, tard dans la soirée !|False|False|False|False|False|True
AT|Is 5,28|Ses flèches sont aiguisées, tous ses arcs, tendus ; les sabots de ses chevaux, comme du silex, et les roues de ses chars, un cyclone.|False|False|True|False|True|False
AT|Is 5,30|Ce jour-là, Dieu grondera contre son peuple comme gronde la mer. Il regardera la terre : ténèbres de détresse, lumière que la brume obscurcit.|False|False|True|True|True|False
AT|Is 7,2|On informa la maison de David que les Araméens avaient pris position en Éphraïm. Alors le cœur du roi et le cœur de son peuple furent secoués comme les arbres de la forêt sont secoués par le vent.|False|False|True|False|False|False
AT|Is 8,7|eh bien ! voici que le Seigneur va faire monter contre eux les eaux puissantes et abondantes de l’Euphrate – c’est le roi d’Assour et toute sa gloire. Partout le fleuve sortira de son lit, il franchira toutes ses digues.|False|False|False|False|True|False
AT|Is 8,8|Il forcera l’entrée de Juda, il l’inondera, le submergera, montera jusqu’à son cou. Ses ailes déployées couvriront l’étendue de ton pays, ô Emmanuel (c’est-à-dire : Dieu-avec-nous).|True|False|False|False|False|False
AT|Is 8,11|Ainsi m’a parlé le Seigneur lorsque sa main me saisissait et qu’il m’enjoignait de ne pas suivre le chemin de ce peuple. Il disait :|False|False|False|False|False|True
AT|Is 8,22|on regardera vers la terre : il n’y aura que détresse et ténèbres, nuit d’angoisse, obscurité inéluctable.|False|False|False|False|False|True
AT|Is 9,1|Le peuple qui marchait dans les ténèbres a vu se lever une grande lumière ; et sur les habitants du pays de l’ombre, une lumière a resplendi.|False|False|False|False|False|True
AT|Is 9,9|« Les briques sont tombées : nous rebâtirons en pierres de taille ! Le sycomore s’est abattu : nous le remplacerons par du cèdre. »|False|False|True|False|False|False
AT|Is 9,17|Car la méchanceté brûle comme un feu, dévorant épines et ronces, enflammant les taillis de la forêt qui tourbillonnent en colonnes de fumée.|False|False|True|False|False|False
AT|Is 10,3|Que ferez-vous au jour du châtiment, au jour d’une tourmente venue de loin ? Vers qui fuirez-vous pour demander secours ? Où laisserez-vous vos richesses ?|False|False|False|False|True|False
AT|Is 10,33|Voici que le Seigneur, Dieu de l’univers, d’un coup terrible abat les branches ; les arbres les plus grands sont coupés, et les plus fiers, jetés à terre.|False|False|True|False|True|False
AT|Is 11,15|Le Seigneur asséchera la lagune de l’Égypte, il lèvera la main contre l’Euphrate, dans l’ardeur de son souffle ; il le divisera en sept ruisseaux où l’on marchera en sandales.|False|False|True|False|False|False
AT|Is 13,5|D’une terre lointaine, des extrémités du ciel, ils viennent, le Seigneur et les instruments de son indignation, pour ravager toute la terre.|False|False|False|False|True|False
AT|Is 13,9|Voici venir, implacable, le jour du Seigneur, la fureur et l’ardente colère, pour faire de la terre un lieu désolé, pour en supprimer les pécheurs.|False|False|False|False|True|False
AT|Is 13,13|C’est pourquoi j’ébranlerai les cieux, et la terre tremblera sur ses bases, dans la fureur du Seigneur de l’univers, le jour de son ardente colère.|False|False|True|False|True|False
AT|Is 14,6|qui frappait les peuples avec fureur, les frappait sans relâche, qui dominait les nations avec colère et les persécutait sans retenue.|False|False|False|False|True|False
AT|Is 14,7|Toute la terre repose, tranquille. On éclate en cris de joie !|False|False|False|False|False|True
AT|Is 15,1|Proclamation sur Moab. Depuis la nuit où Ar fut dévastée, Moab est réduite au silence. Depuis la nuit où Qir fut dévastée, Moab est réduite au silence.|False|False|False|False|False|True
AT|Is 17,12|Malheur ! C’est le grondement de peuples innombrables qui grondent comme gronde la mer, le rugissement de nations qui rugissent comme rugissent les eaux puissantes !|False|False|False|False|True|False
AT|Is 17,13|Ces nations rugissent comme rugissent les grandes eaux ! Mais le Seigneur les menace, elles fuient au loin, chassées comme la paille par le vent des montagnes, comme le tourbillon, par l’ouragan.|False|False|True|False|True|False
AT|Is 18,6|Tout sera abandonné aux rapaces des montagnes et aux bêtes du pays : les rapaces y passeront l’été, et toutes les bêtes du pays, l’hiver.|False|True|False|False|False|False
AT|Is 19,7|Les joncs des bords du Nil jusqu’à l’embouchure, les plantations seront desséchés, emportés : il n’en restera rien.|False|False|True|False|False|False
AT|Is 21,1|Proclamation sur le Désert de la Mer. Comme l’ouragan qui traverse le Néguev, quelqu’un vient du désert, d’un pays terrible.|False|False|True|False|True|False
AT|Is 21,8|Et le veilleur a crié : « Au poste de guet, Seigneur, je me tiens tout le jour. À mon poste de garde, je reste debout toute la nuit.|False|False|False|False|False|True
AT|Is 21,11|Proclamation sur Douma. Une voix me crie de Séïr : « Veilleur, où en est la nuit ? Veilleur, où donc en est la nuit ? »|False|False|False|False|False|True
AT|Is 21,12|Le veilleur répond : « Le matin vient, et puis encore la nuit… Si vous voulez des nouvelles, interrogez, revenez. »|False|False|False|False|False|True
AT|Is 21,13|Proclamation « en Arabie ». Dans les broussailles, en Arabie, vous passerez la nuit, caravaniers de Dedane.|False|False|False|False|False|True
AT|Is 23,6|Passez vers Tarsis, hurlez, habitants de la côte.|False|False|True|False|False|False
AT|Is 23,11|Le Seigneur a levé la main contre la mer, et fait trembler des royaumes ; il a donné l’ordre à Canaan de détruire ses fortifications.|False|False|False|False|True|False
AT|Is 25,4|Tu es devenu forteresse pour le faible, forteresse pour le malheureux en sa détresse, un abri contre l’orage, une ombre contre la chaleur : le souffle des tyrans n’est que pluie d’orage sur un mur.|True|False|True|False|True|False
